time,u,x_true,c_true,y
3.5300000000000002,0.3075944656827828,0.16309866385769828,1.0,0.161499278558064
3.54,0.30692367223334516,0.16324315965952335,1.0,0.16305299758049646
3.5500000000000003,0.3062833677742738,0.16338684017209718,1.0,0.1533615465257191
3.56,0.3056736534170652,0.16352973669969936,1.0,0.16334460533977546
3.5700000000000003,0.3050946254426845,0.16367188061641672,1.0,0.16078529422721533
3.58,0.3045463752863613,0.16381330336124297,1.0,0.16704048896462387
3.59,0.3040289895231506,0.16395403643316808,1.0,0.15568172699764485
3.6,0.3035425498542622,0.16409411138625807,1.0,0.1692875765286698
3.61,0.3030871330941589,0.16423355982472607,1.0,0.17956094895475183
3.62,0.30266281115842636,0.1643724133979955,1.0,0.16328481191342692
3.63,0.3022696510524172,0.1645107037957559,1.0,0.16852782101674532
3.64,0.30190771486066975,0.16464846274301256,1.0,0.17154990266012368
3.65,0.30157705973710447,0.16478572199513022,1.0,0.16077351727627187
3.66,0.3012777378959983,0.1649225133328722,1.0,0.16716343815097637
3.67,0.30100979660373994,0.16505886855743532,1.0,0.16518479256525326
3.68,0.30077327817136545,0.16519481948548162,1.0,0.16617158047096994
3.69,0.3005682199478772,0.1653303979441675,1.0,0.15760030010561285
3.7,0.30039465431434564,0.1654656357661712,1.0,0.16571073750876064
3.71,0.3002526086787965,0.16560056478471938,1.0,0.17058054769717387
3.72,0.30014210547188214,0.16573521682861345,1.0,0.18024665290656386
3.73,0.30006316214334,0.16586962371725672,1.0,0.1754623319781088
3.74,0.30001579115923677,0.1660038172556828,1.0,0.18753564183079838
3.75,0.3,0.16613782922958636,1.0,0.15846435360070588
3.7600000000000002,0.30001579115923677,0.16627169140035677,1.0,0.17499489776756355
3.77,0.30006316214334,0.16640543550011566,1.0,0.16823885555749918
3.7800000000000002,0.30014210547188214,0.1665390932267589,1.0,0.1884371225589356
3.79,0.3002526086787965,0.16667269623900402,1.0,0.1585897133854525
3.8000000000000003,0.30039465431434564,0.1668062761514438,1.0,0.15840905772963604
3.81,0.3005682199478772,0.1669398645296067,1.0,0.1609459380751665
3.8200000000000003,0.3007732781713655,0.167073492885025,1.0,0.14583453564192692
3.83,0.30100979660373994,0.16720719267031134,1.0,0.16194964245350374
3.84,0.3012777378959983,0.16734099527424476,1.0,0.15974966865870777
3.85,0.3015770597371044,0.1674749320168665,1.0,0.16897886988162858
3.86,0.30190771486066975,0.16760903414458675,1.0,0.17102659390235833
3.87,0.3022696510524172,0.16774333282530282,1.0,0.1865050412174617
